reading_id,machine_id,machine_name,department,install_year,age_years,reading_date,pressure_bar,temperature_c,vibration_mm_s,oil_viscosity,cycle_count,maintenance_score,failure_occurred,priority
RD-20935,MCH-006,Packaging Unit B,Logistics,2016,8,2023-05-27,121.36,88.64,5.278,48.54,92688,38,False,LOW
RD-20936,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-23,136.66,95.11,3.128,34.49,81532,48,False,MEDIUM
RD-20937,MCH-008,Welding Station Alpha,Production,2021,3,2024-12-01,75.13,87.57,3.868,54.8,70072,27,True,LOW
RD-20938,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-18,116.09,62.83,2.264,41.35,69084,36,True,LOW
RD-20939,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-07,173.08,61.32,2.609,45.58,56415,32,False,LOW
RD-20940,MCH-001,Pipe Bending Line A,Production,2018,6,2024-03-20,113.55,64.06,3.638,53.51,25197,24,False,LOW
RD-20941,MCH-002,Hydraulic Press #1,Production,2015,9,2024-03-12,78.46,92.88,5.487,58.1,132972,60,False,MEDIUM
RD-20942,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-07-15,111.96,86.92,6.763,27.76,11994,36,False,LOW
RD-20943,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-09-29,126.85,94.47,4.144,60.9,89870,27,False,LOW
RD-20944,MCH-005,Quality Test Bench,QA,2017,7,2023-07-04,154.88,91.82,8.553,46.43,142509,64,True,MEDIUM
RD-20945,MCH-006,Packaging Unit B,Logistics,2016,8,2024-11-04,113.4,55.83,3.735,39.53,105711,32,False,LOW
RD-20946,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-21,157.69,58.9,3.097,42.85,81720,36,True,LOW
RD-20947,MCH-008,Welding Station Alpha,Production,2021,3,2024-04-07,128.98,78.95,3.542,52.37,39958,12,False,LOW
RD-20948,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-25,141.64,73.64,3.054,50.13,20828,36,False,LOW
RD-20949,MCH-010,Conveyor System Main,Logistics,2016,8,2023-08-28,123.31,75.33,8.49,42.98,64776,59,True,MEDIUM
RD-20950,MCH-001,Pipe Bending Line A,Production,2018,6,2024-03-08,123.09,94.1,1.313,44.48,66066,34,False,LOW
RD-20951,MCH-002,Hydraulic Press #1,Production,2015,9,2023-04-27,102.01,50.32,4.905,38.69,61548,36,False,LOW
RD-20952,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-07-22,96.49,77.34,4.796,53.03,39894,21,False,LOW
RD-20953,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-05-12,122.61,66.48,1.686,45.23,43070,16,False,LOW
RD-20954,MCH-005,Quality Test Bench,QA,2017,7,2023-03-20,69.1,75.36,4.285,42.0,84687,43,False,MEDIUM
RD-20955,MCH-006,Packaging Unit B,Logistics,2016,8,2024-01-09,137.58,111.29,7.371,34.98,91080,82,False,HIGH
RD-20956,MCH-007,Hydraulic Press #2,Production,2014,10,2024-02-01,181.85,73.77,6.864,41.81,109228,50,False,MEDIUM
RD-20957,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-25,106.06,81.49,2.258,50.79,91648,12,True,LOW
RD-20958,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-12-27,120.94,79.57,0.696,58.1,154408,36,False,LOW
RD-20959,MCH-010,Conveyor System Main,Logistics,2016,8,2023-02-14,121.11,71.06,2.068,51.27,139686,32,False,LOW
RD-20960,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-19,121.1,74.49,5.649,38.2,30639,29,False,LOW
RD-20961,MCH-002,Hydraulic Press #1,Production,2015,9,2023-02-27,128.76,85.65,6.087,43.75,87280,45,False,MEDIUM
RD-20962,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-02-07,146.44,74.25,3.903,33.47,67054,20,False,LOW
RD-20963,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-01-08,123.95,68.94,1.425,40.82,46094,16,False,LOW
RD-20964,MCH-005,Quality Test Bench,QA,2017,7,2024-11-03,124.77,75.57,3.07,40.47,84687,28,False,LOW
RD-20965,MCH-006,Packaging Unit B,Logistics,2016,8,2023-12-21,130.11,74.11,3.55,37.12,60864,32,True,LOW
RD-20966,MCH-007,Hydraulic Press #2,Production,2014,10,2023-06-02,152.48,78.59,6.061,48.89,95708,44,False,MEDIUM
RD-20967,MCH-008,Welding Station Alpha,Production,2021,3,2024-06-25,114.32,80.91,4.526,45.89,79780,12,False,LOW
RD-20968,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-12,125.51,56.56,4.856,52.77,41356,36,True,LOW
RD-20969,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-02,132.06,69.96,1.939,44.53,79413,32,True,LOW
RD-20970,MCH-001,Pipe Bending Line A,Production,2018,6,2023-06-26,138.49,80.6,2.743,47.71,129066,24,False,LOW
RD-20971,MCH-002,Hydraulic Press #1,Production,2015,9,2024-03-31,126.44,53.3,0.263,49.61,150756,36,True,LOW
RD-20972,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-03-22,132.88,67.18,2.083,37.89,96086,20,False,LOW
RD-20973,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-10-08,113.4,83.41,2.887,55.22,30808,16,False,LOW
RD-20974,MCH-005,Quality Test Bench,QA,2017,7,2024-05-01,146.01,75.84,0.696,49.68,142104,28,False,LOW
RD-20975,MCH-006,Packaging Unit B,Logistics,2016,8,2024-11-03,118.05,50.49,1.233,61.6,66231,32,False,LOW
RD-20976,MCH-007,Hydraulic Press #2,Production,2014,10,2023-07-01,90.16,54.77,2.476,45.45,141492,40,False,MEDIUM
RD-20977,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-05,112.51,73.08,2.926,40.33,19686,12,False,LOW
RD-20978,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-31,76.12,106.05,2.471,39.36,49728,73,False,HIGH
RD-20979,MCH-010,Conveyor System Main,Logistics,2016,8,2024-04-28,145.71,84.23,6.543,31.92,73641,44,False,MEDIUM
RD-20980,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-25,115.81,80.77,3.16,39.16,57555,24,False,LOW
RD-20981,MCH-002,Hydraulic Press #1,Production,2015,9,2024-02-05,139.16,84.97,2.652,47.4,69664,36,False,LOW
RD-20982,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-06-30,107.92,69.64,0.601,50.71,19400,20,False,LOW
RD-20983,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-08-12,75.64,64.18,4.42,47.66,73704,28,False,LOW
RD-20984,MCH-005,Quality Test Bench,QA,2017,7,2024-04-26,127.74,46.4,4.666,37.35,29202,28,False,LOW
RD-20985,MCH-006,Packaging Unit B,Logistics,2016,8,2023-12-28,141.46,108.66,3.087,44.71,70227,60,True,MEDIUM
RD-20986,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-06,136.59,46.36,3.262,36.93,63244,36,False,LOW
RD-20987,MCH-008,Welding Station Alpha,Production,2021,3,2023-06-18,109.94,84.63,2.207,57.36,31728,12,False,LOW
RD-20988,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-21,87.38,46.66,2.609,60.21,177796,42,False,MEDIUM
RD-20989,MCH-010,Conveyor System Main,Logistics,2016,8,2024-02-26,126.03,49.29,1.661,40.85,24441,32,False,LOW
RD-20990,MCH-001,Pipe Bending Line A,Production,2018,6,2024-12-22,122.78,65.92,5.666,48.23,76296,29,False,LOW
RD-20991,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-20,102.31,118.73,8.957,50.02,90580,100,True,HIGH
RD-20992,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-07-12,139.51,81.08,4.992,48.38,99656,20,False,LOW
RD-20993,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-06-30,152.37,61.32,2.415,30.01,65570,16,False,LOW
RD-20994,MCH-005,Quality Test Bench,QA,2017,7,2024-08-25,87.31,82.83,3.333,32.57,36996,34,False,LOW
RD-20995,MCH-006,Packaging Unit B,Logistics,2016,8,2023-08-26,118.07,100.56,0.473,50.42,23337,50,False,MEDIUM
RD-20996,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-31,103.96,98.66,4.547,47.32,26596,52,True,MEDIUM
RD-20997,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-01,116.77,85.24,4.964,47.71,54132,12,True,LOW
RD-20998,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-03-04,138.33,74.14,0.458,29.39,154224,36,True,LOW
RD-20999,MCH-010,Conveyor System Main,Logistics,2016,8,2024-08-20,121.14,71.0,1.951,35.89,135990,32,False,LOW
RD-21000,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-27,128.69,83.9,1.415,37.36,87432,24,False,LOW
RD-21001,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-28,119.58,61.14,4.163,43.82,54288,36,False,LOW
RD-21002,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-01-19,142.41,86.77,5.725,52.27,58004,27,False,LOW
RD-21003,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-03-20,128.33,79.4,5.253,50.1,42180,18,False,LOW
RD-21004,MCH-005,Quality Test Bench,QA,2017,7,2023-07-29,124.22,103.02,3.018,41.26,88560,49,False,MEDIUM
RD-21005,MCH-006,Packaging Unit B,Logistics,2016,8,2023-10-06,99.78,61.87,3.467,40.7,119457,32,False,LOW
RD-21006,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-24,130.96,59.56,1.22,27.82,66012,36,False,LOW
RD-21007,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-04,144.73,70.95,1.391,45.21,17216,12,False,LOW
RD-21008,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-08-18,105.37,69.89,8.035,31.9,170408,60,True,MEDIUM
RD-21009,MCH-010,Conveyor System Main,Logistics,2016,8,2024-12-14,139.99,94.64,4.705,36.01,72210,43,False,MEDIUM
RD-21010,MCH-001,Pipe Bending Line A,Production,2018,6,2024-09-24,115.86,83.66,3.291,48.11,114192,24,False,LOW
RD-21011,MCH-002,Hydraulic Press #1,Production,2015,9,2023-09-27,175.73,73.14,13.095,49.65,87516,100,True,HIGH
RD-21012,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-09-16,132.0,70.05,2.195,43.99,44980,20,False,LOW
RD-21013,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-10-12,129.42,78.04,4.059,53.86,39204,16,False,LOW
RD-21014,MCH-005,Quality Test Bench,QA,2017,7,2023-11-12,93.32,90.09,7.779,33.27,134481,59,False,MEDIUM
RD-21015,MCH-006,Packaging Unit B,Logistics,2016,8,2023-05-06,119.44,96.1,0.408,48.01,31773,45,False,MEDIUM
RD-21016,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-17,130.1,71.97,1.346,68.86,109788,36,False,LOW
RD-21017,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-30,125.04,54.55,2.041,48.56,97922,12,False,LOW
RD-21018,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-02-09,125.18,83.07,5.974,51.72,117272,43,False,MEDIUM
RD-21019,MCH-010,Conveyor System Main,Logistics,2016,8,2024-01-20,157.64,63.41,4.474,44.4,77787,32,True,LOW
RD-21020,MCH-001,Pipe Bending Line A,Production,2018,6,2024-09-16,112.06,41.14,4.924,47.94,19122,24,False,LOW
RD-21021,MCH-002,Hydraulic Press #1,Production,2015,9,2024-03-26,149.15,61.87,7.209,42.14,86524,53,False,MEDIUM
RD-21022,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-11-14,133.19,41.97,2.329,46.26,51672,20,False,LOW
RD-21023,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-06-28,99.73,78.59,3.264,43.04,46390,16,False,LOW
RD-21024,MCH-005,Quality Test Bench,QA,2017,7,2024-01-15,103.2,44.5,3.557,36.34,131154,28,True,LOW
RD-21025,MCH-006,Packaging Unit B,Logistics,2016,8,2024-07-13,118.13,90.77,2.062,55.45,59334,38,False,LOW
RD-21026,MCH-007,Hydraulic Press #2,Production,2014,10,2023-04-15,123.6,60.31,3.328,48.53,178348,36,False,LOW
RD-21027,MCH-008,Welding Station Alpha,Production,2021,3,2024-12-22,141.87,81.25,5.961,48.53,28650,19,False,LOW
RD-21028,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-11-24,133.06,81.94,2.633,49.5,98996,36,True,LOW
RD-21029,MCH-010,Conveyor System Main,Logistics,2016,8,2023-06-23,145.47,57.87,2.695,44.97,96492,32,False,LOW
RD-21030,MCH-001,Pipe Bending Line A,Production,2018,6,2024-04-16,143.05,50.37,6.485,52.3,82236,35,False,LOW
RD-21031,MCH-002,Hydraulic Press #1,Production,2015,9,2024-12-02,107.98,57.28,8.619,41.35,78120,64,True,MEDIUM
RD-21032,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-06-15,143.92,89.11,4.725,50.29,82866,24,False,LOW
RD-21033,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-09,120.82,79.59,2.202,39.85,50526,16,True,LOW
RD-21034,MCH-005,Quality Test Bench,QA,2017,7,2024-01-02,102.63,49.68,0.198,55.33,107979,28,False,LOW
RD-21035,MCH-006,Packaging Unit B,Logistics,2016,8,2023-08-07,105.9,68.76,7.561,36.8,18786,52,False,MEDIUM
RD-21036,MCH-007,Hydraulic Press #2,Production,2014,10,2023-01-29,138.04,90.04,1.759,62.75,22188,42,True,MEDIUM
RD-21037,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-20,97.71,94.53,4.401,43.01,54472,24,False,LOW
RD-21038,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-18,90.58,63.87,9.701,48.05,152380,78,False,HIGH
RD-21039,MCH-010,Conveyor System Main,Logistics,2016,8,2023-03-18,125.72,54.7,1.294,44.15,142548,32,True,LOW
RD-21040,MCH-001,Pipe Bending Line A,Production,2018,6,2024-06-22,97.47,98.96,2.532,38.99,48933,42,False,MEDIUM
RD-21041,MCH-002,Hydraulic Press #1,Production,2015,9,2023-06-07,115.24,72.93,0.474,43.9,175652,36,False,LOW
RD-21042,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-15,103.8,94.23,4.774,45.53,45488,31,False,LOW
RD-21043,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-12-03,139.89,63.42,1.932,35.02,80446,16,True,LOW
RD-21044,MCH-005,Quality Test Bench,QA,2017,7,2023-08-09,85.27,72.06,0.801,47.33,141819,35,True,LOW
RD-21045,MCH-006,Packaging Unit B,Logistics,2016,8,2024-07-31,113.51,54.11,7.017,50.71,38742,48,True,MEDIUM
RD-21046,MCH-007,Hydraulic Press #2,Production,2014,10,2024-09-02,110.06,56.86,3.345,38.49,170676,36,True,LOW
RD-21047,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-03,116.97,77.16,3.331,50.98,64702,12,False,LOW
RD-21048,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-15,139.98,115.3,3.914,57.69,41352,72,False,HIGH
RD-21049,MCH-010,Conveyor System Main,Logistics,2016,8,2023-04-19,121.64,59.29,3.607,54.23,60603,32,False,LOW
RD-21050,MCH-001,Pipe Bending Line A,Production,2018,6,2023-01-17,104.92,69.59,7.019,42.59,31032,40,True,MEDIUM
RD-21051,MCH-002,Hydraulic Press #1,Production,2015,9,2024-04-17,101.46,96.64,1.715,55.45,80852,49,False,MEDIUM
RD-21052,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-03-04,132.84,62.0,2.896,48.76,50386,20,True,LOW
RD-21053,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-01-12,97.06,97.03,6.772,48.17,16432,46,False,MEDIUM
RD-21054,MCH-005,Quality Test Bench,QA,2017,7,2024-07-28,114.89,71.88,5.664,54.05,105330,33,False,LOW
RD-21055,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-22,146.98,75.31,5.731,51.89,148953,37,False,LOW
RD-21056,MCH-007,Hydraulic Press #2,Production,2014,10,2023-06-10,132.94,68.82,4.016,40.94,114984,36,False,LOW
RD-21057,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-13,105.77,70.93,1.801,42.87,21156,12,False,LOW
RD-21058,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-25,164.7,95.74,3.258,36.4,197080,48,False,MEDIUM
RD-21059,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-14,160.21,92.63,2.092,47.39,16263,41,False,MEDIUM
RD-21060,MCH-001,Pipe Bending Line A,Production,2018,6,2024-09-25,148.21,64.52,2.736,46.12,28164,24,False,LOW
RD-21061,MCH-002,Hydraulic Press #1,Production,2015,9,2023-02-23,114.46,46.03,4.239,38.1,167968,36,False,LOW
RD-21062,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-09-01,126.53,96.78,3.586,47.48,52852,34,False,LOW
RD-21063,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-04-09,101.54,52.77,1.943,47.14,95424,16,False,LOW
RD-21064,MCH-005,Quality Test Bench,QA,2017,7,2024-08-30,134.68,62.14,5.7,57.75,37173,33,False,LOW
RD-21065,MCH-006,Packaging Unit B,Logistics,2016,8,2024-01-02,99.88,72.39,1.002,56.16,113481,32,False,LOW
RD-21066,MCH-007,Hydraulic Press #2,Production,2014,10,2024-01-10,135.25,134.69,2.703,39.32,157440,95,False,HIGH
RD-21067,MCH-008,Welding Station Alpha,Production,2021,3,2023-11-11,136.2,63.76,4.488,39.8,96366,12,False,LOW
RD-21068,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-03-16,120.31,93.09,5.503,43.35,175780,49,True,MEDIUM
RD-21069,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-30,149.83,83.03,2.818,47.2,145182,32,False,LOW
RD-21070,MCH-001,Pipe Bending Line A,Production,2018,6,2023-10-02,117.02,81.26,5.396,49.15,35313,27,False,LOW
RD-21071,MCH-002,Hydraulic Press #1,Production,2015,9,2024-03-31,98.73,53.32,1.377,42.41,139328,36,False,LOW
RD-21072,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-10-14,82.41,46.25,3.857,52.04,79054,28,False,LOW
RD-21073,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-02-21,84.28,96.03,3.989,56.79,82194,37,False,LOW
RD-21074,MCH-005,Quality Test Bench,QA,2017,7,2023-02-06,142.64,62.16,6.138,45.04,114165,37,False,LOW
RD-21075,MCH-006,Packaging Unit B,Logistics,2016,8,2023-03-03,142.96,75.79,0.594,58.11,115137,32,False,LOW
RD-21076,MCH-007,Hydraulic Press #2,Production,2014,10,2024-03-27,151.16,86.79,8.987,65.2,157584,70,False,HIGH
RD-21077,MCH-008,Welding Station Alpha,Production,2021,3,2023-10-28,145.69,75.01,6.023,45.68,47286,20,False,LOW
RD-21078,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-12-26,92.53,70.98,7.976,40.81,137632,63,True,MEDIUM
RD-21079,MCH-010,Conveyor System Main,Logistics,2016,8,2024-08-25,117.82,79.27,2.959,48.35,81363,32,False,LOW
RD-21080,MCH-001,Pipe Bending Line A,Production,2018,6,2023-05-22,113.95,57.01,4.332,48.77,34758,24,False,LOW
RD-21081,MCH-002,Hydraulic Press #1,Production,2015,9,2023-05-22,135.15,69.44,4.334,32.72,166624,36,False,LOW
RD-21082,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-04-23,123.6,82.61,2.184,40.92,98082,20,False,LOW
RD-21083,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-10-23,124.08,60.95,4.405,47.25,64552,16,False,LOW
RD-21084,MCH-005,Quality Test Bench,QA,2017,7,2024-01-06,113.62,59.51,5.652,52.26,70605,33,False,LOW
RD-21085,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-12,109.93,58.44,4.671,40.47,32169,32,False,LOW
RD-21086,MCH-007,Hydraulic Press #2,Production,2014,10,2024-07-06,162.93,97.99,6.285,57.05,104648,61,False,MEDIUM
RD-21087,MCH-008,Welding Station Alpha,Production,2021,3,2024-07-17,129.34,84.42,4.566,40.74,99124,12,False,LOW
RD-21088,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-10-12,110.1,67.8,1.527,34.89,184632,36,False,LOW
RD-21089,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-28,118.93,73.76,1.504,53.45,16506,32,False,LOW
RD-21090,MCH-001,Pipe Bending Line A,Production,2018,6,2024-12-06,125.83,62.01,6.133,35.3,108840,33,True,LOW
RD-21091,MCH-002,Hydraulic Press #1,Production,2015,9,2024-10-24,121.3,89.65,1.055,60.21,131612,41,False,MEDIUM
RD-21092,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-09-20,137.48,74.81,0.675,42.06,78060,20,False,LOW
RD-21093,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-18,108.23,32.16,3.075,44.1,61146,16,False,LOW
RD-21094,MCH-005,Quality Test Bench,QA,2017,7,2023-03-15,114.51,84.3,5.778,53.72,73692,34,False,LOW
RD-21095,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-05,149.85,73.62,4.245,48.07,47856,32,True,LOW
RD-21096,MCH-007,Hydraulic Press #2,Production,2014,10,2024-09-10,146.78,67.33,1.437,45.45,89640,36,False,LOW
RD-21097,MCH-008,Welding Station Alpha,Production,2021,3,2023-11-17,112.74,81.84,5.321,51.7,95572,14,False,LOW
RD-21098,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-27,113.05,76.41,0.157,43.35,116124,36,False,LOW
RD-21099,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-23,136.03,30.49,3.811,37.43,23973,32,False,LOW
RD-21100,MCH-001,Pipe Bending Line A,Production,2018,6,2024-02-23,130.27,81.3,2.7,50.9,78351,24,False,LOW
RD-21101,MCH-002,Hydraulic Press #1,Production,2015,9,2023-05-14,127.73,66.07,6.882,44.36,170192,51,True,MEDIUM
RD-21102,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-12-16,114.4,83.35,5.566,39.84,82958,24,False,LOW
RD-21103,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-07-10,128.02,83.47,0.405,48.13,39728,16,False,LOW
RD-21104,MCH-005,Quality Test Bench,QA,2017,7,2024-09-13,139.05,82.73,1.807,49.47,76137,28,False,LOW
RD-21105,MCH-006,Packaging Unit B,Logistics,2016,8,2023-12-27,129.65,72.69,2.372,38.11,78516,32,False,LOW
RD-21106,MCH-007,Hydraulic Press #2,Production,2014,10,2024-12-02,137.15,90.44,7.092,48.42,128192,59,True,MEDIUM
RD-21107,MCH-008,Welding Station Alpha,Production,2021,3,2023-11-14,141.71,75.18,4.076,52.18,21130,12,False,LOW
RD-21108,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-01-17,78.28,68.12,2.9,52.39,43940,46,False,MEDIUM
RD-21109,MCH-010,Conveyor System Main,Logistics,2016,8,2024-02-08,100.39,95.07,5.871,47.04,28527,51,False,MEDIUM
RD-21110,MCH-001,Pipe Bending Line A,Production,2018,6,2023-07-17,98.11,73.41,1.467,47.78,33360,24,False,LOW
RD-21111,MCH-002,Hydraulic Press #1,Production,2015,9,2024-11-17,156.83,86.2,5.255,38.35,88984,39,False,LOW
RD-21112,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-08-13,147.13,82.24,4.487,56.9,41386,20,True,LOW
RD-21113,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-06-22,132.03,64.9,4.508,49.15,12764,16,False,LOW
RD-21114,MCH-005,Quality Test Bench,QA,2017,7,2023-11-09,125.84,67.32,4.318,52.29,147477,28,False,LOW
RD-21115,MCH-006,Packaging Unit B,Logistics,2016,8,2023-11-28,119.3,79.13,7.374,49.88,23112,50,False,MEDIUM
RD-21116,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-28,124.82,56.6,5.513,48.84,189988,40,False,MEDIUM
RD-21117,MCH-008,Welding Station Alpha,Production,2021,3,2024-12-12,111.22,77.29,4.075,51.73,76324,12,False,LOW
RD-21118,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-20,130.48,77.19,2.999,45.17,63732,36,True,LOW
RD-21119,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-21,112.62,66.99,2.283,31.93,98286,32,False,LOW
RD-21120,MCH-001,Pipe Bending Line A,Production,2018,6,2023-04-29,151.47,89.45,5.442,48.19,143583,32,False,LOW
RD-21121,MCH-002,Hydraulic Press #1,Production,2015,9,2023-10-08,149.32,51.71,6.137,37.97,185564,45,False,MEDIUM
RD-21122,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-02-03,135.78,63.2,4.274,56.75,56248,20,True,LOW
RD-21123,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-01-31,117.15,58.05,6.102,42.5,10072,24,False,LOW
RD-21124,MCH-005,Quality Test Bench,QA,2017,7,2023-02-03,121.22,86.45,3.269,42.65,57051,29,True,LOW
RD-21125,MCH-006,Packaging Unit B,Logistics,2016,8,2023-10-31,134.99,43.22,2.605,46.55,19533,32,False,LOW
RD-21126,MCH-007,Hydraulic Press #2,Production,2014,10,2024-11-25,151.56,55.56,8.753,35.39,48580,66,False,MEDIUM
RD-21127,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-18,121.47,75.63,3.001,42.39,79276,12,False,LOW
RD-21128,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-08-22,75.51,82.53,7.048,57.73,48808,64,False,MEDIUM
RD-21129,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-14,69.55,68.53,5.806,45.86,35148,53,True,MEDIUM
RD-21130,MCH-001,Pipe Bending Line A,Production,2018,6,2023-10-09,146.94,70.89,3.674,57.24,133770,24,False,LOW
RD-21131,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-16,131.79,61.44,4.789,62.29,59624,36,False,LOW
RD-21132,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-09-20,124.12,74.97,1.854,45.48,67780,20,False,LOW
RD-21133,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-01-13,144.65,62.96,2.529,45.96,33864,16,False,LOW
RD-21134,MCH-005,Quality Test Bench,QA,2017,7,2023-07-03,66.19,83.16,6.091,40.17,137730,53,False,MEDIUM
RD-21135,MCH-006,Packaging Unit B,Logistics,2016,8,2024-06-13,138.64,75.23,5.011,36.47,19926,32,False,LOW
RD-21136,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-21,114.49,44.65,4.542,35.04,168564,36,False,LOW
RD-21137,MCH-008,Welding Station Alpha,Production,2021,3,2024-02-03,108.43,75.35,2.9,51.03,92836,12,False,LOW
